time 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994
0.1191781 -4.4 -1.7 -3.3 -5.6 2.2 11.1 7.2 -15 -10 -0.6 -6.7 6.1 4.4 -7.8 6.7 -4.4 7.2 5.6 -3.3 -10.6 -2.8 -9.4 -3.9 -6.1 8.9 NA -5 0 1.1 0.6 2.8 -3.3 -7.8 -2.2 0
0.1219178 -7.8 2.2 -1.7 -5.6 1.7 -2.8 3.3 -1.7 -6.7 -7.2 -11.7 2.2 2.8 -0.6 11.7 -5.6 8.3 5.6 -2.8 -15.6 -1.1 -1.7 -3.9 1.1 11.7 NA -5 -10 -6.1 4.4 12.8 2.2 -0.6 -2.8 1.1
0.1246575 -8.3 3.3 -0.6 -5 -2.2 -2.8 1.7 8.9 -3.3 -7.8 -5 -6.7 3.9 3.3 -10.6 -2.2 0.6 1.7 -6.1 -14.4 -0.6 3.3 2.2 8.3 12.8 NA -4.4 -13.9 1.7 4.4 0.6 2.8 2.2 -1.7 -6.1
0.1273973 -2.2 0 1.7 -11.7 1.7 5 -0.6 10 -2.2 -3.9 -2.2 -3.3 6.7 0 -5.6 1.1 10.6 -5 -1.7 -12.2 -3.3 8.3 10.6 2.8 3.9 NA -3.9 -13.3 6.1 2.2 9.4 -2.8 7.2 1.1 6.7
0.130137 2.8 -3.3 -0.6 -10 -2.2 3.3 2.8 -3.9 1.1 -1.1 -4.4 -1.7 -3.3 -13.3 0.6 3.3 10 -10 1.1 -12.8 -5 11.7 3.9 7.2 8.9 NA -0.6 -11.1 -0.6 -2.8 15 -3.3 4.4 0.6 -2.2
0.1328767 4.4 4.4 -1.7 1.7 -1.1 3.9 -5 -7.2 -7.8 0 2.2 2.8 -1.1 -13.3 -0.6 3.9 10.6 -6.7 1.7 -17.8 -6.7 15 0 7.8 10 NA 3.9 -3.3 7.2 -5 -4.4 0.6 3.3 -3.9 9.4
0.1356164 8.3 8.3 -3.3 5.6 1.1 -1.7 -5 -5 -6.7 0.6 7.8 9.4 1.7 -2.2 1.7 4.4 7.2 0 -5 -10 -0.6 16.1 3.9 2.2 7.8 NA 6.7 -1.7 7.2 -4.4 4.4 4.4 6.1 -8.3 13.3
0.1383562 -1.1 5 0 5 -1.7 -11.1 -12.8 -1.1 -4.4 0.6 -4.4 4.4 -1.7 2.2 3.9 1.1 6.7 2.8 -7.2 -3.3 6.1 19.4 0.6 8.3 9.4 NA 6.7 -0.6 4.4 1.1 5.6 9.4 12.8 -5 13.9
0.1410959 -2.2 -1.1 -2.8 2.8 -2.2 3.3 -8.9 0.6 -9.4 1.7 -5 5.6 NA 6.1 1.7 2.8 2.2 -2.8 0 1.7 7.8 12.2 2.8 14.4 3.9 NA 5.6 0 7.8 5 -4.4 2.8 3.3 -1.7 13.3
0.1438356 -1.1 5 1.7 -12.8 -6.7 4.4 -6.1 -5 -11.7 3.3 3.3 -0.6 2.8 3.3 6.7 7.2 11.7 -6.1 -5.6 6.7 2.2 8.9 3.3 12.8 1.7 NA 3.3 6.1 -3.9 8.9 12.2 11.7 4.4 2.2 4.4
0.1465753 -1.7 9.4 6.1 -11.7 -6.7 -9.4 -3.3 1.1 -3.9 7.8 9.4 3.3 -10 -2.2 15.6 12.8 2.8 5 -6.7 2.2 4.4 15.6 0.6 7.8 8.9 NA -0.6 7.8 6.1 1.7 13.3 8.3 6.1 3.9 -1.7
0.1493151 -4.4 10.6 -1.7 -5 -1.1 -6.1 0.6 -2.2 -5 1.1 0.6 3.3 -3.3 -2.8 -2.8 8.9 0 6.1 -2.2 4.4 2.8 15 4.4 5 15.6 NA -0.6 2.2 4.4 -7.2 8.3 -3.9 2.2 -4.4 -0.6
0.1520548 -2.8 15.6 -4.4 1.1 -3.9 5.6 3.3 -5 -3.3 1.7 7.2 0.6 -0.6 -1.1 -3.3 11.1 11.1 7.2 -0.6 4.4 3.3 8.9 -8.3 2.2 16.7 NA -1.1 1.7 -1.7 -7.2 -1.1 3.3 1.7 -8.3 0.6
0.1547945 2.2 10.6 0.6 -5.6 0.6 8.3 0 -8.3 -3.3 0 -2.8 4.4 1.1 -2.8 -5 3.3 17.8 3.3 1.1 1.7 2.2 2.2 -7.8 -0.6 1.7 NA -5 1.7 -3.3 -3.3 -10.6 2.2 3.3 -4.4 -5
0.1575342 2.2 2.8 5.6 -10 -1.1 -6.1 1.7 -5 0 -1.7 -6.1 8.9 -2.8 -2.2 -1.1 3.3 16.7 6.7 -2.8 1.7 -7.2 1.1 -2.8 -0.6 -1.1 NA -6.1 2.2 -1.1 1.7 -5 1.1 0.6 1.7 -8.3
